Case_ID,Suspect_ID,First_Name,Middle_Name,Last_Name,Alias,Sex,Race,Nationality,Date_of_Birth,Age,Height_cm,Weight_kg,Eye_Color,Hair_Color,Skin_Tone,Blood_Type,Dominant_Hand,Scars,Tattoos,Facial_Hair,Occupation,Marital_Status,Address,City,Province,Postal_Code,Phone_Number,Crime_Type,Crime_Severity,Case_Status,Officer_Assigned,Evidence_Count,Fingerprint_Match,DNA_Match,Arrest_Date,Case_Open_Date,Case_Close_Date,Sentence_Years,Mugshot_ID,Notes
C100345,S200345,Emma,,Wilson,,Male,White,Canadian,1978-09-24,48,185,101,Blue,Blonde,Light,AB+,Right,None,Rose,None,Unknown,Married,107 Main St,Ottawa,Ontario,L31A8,555-9732,Robbery,4,Open,S. Patel,12,Yes,Yes,2024-10-23,2024-10-21,,9,MG300345,Synthetic training record
C100346,S200346,Priya,,Garcia,,Male,White,Canadian,1965-12-10,61,192,100,Brown,Black,Light,A+,Right,Forearm scar,Dragon,Mustache,Unknown,Single,803 Main St,London,Ontario,L18A2,555-8108,Vandalism,4,Closed,S. Patel,17,No,Yes,2026-04-21,2026-04-13,2026-04-27,5,MG300346,Synthetic training record
C100347,S200347,Aiden,,Smith,,Male,South Asian,Canadian,1983-01-25,43,153,62,Brown,Red,Dark,AB+,Left,Small scar,Rose,Mustache,Unknown,Single,126 Main St,Ottawa,Ontario,L67A2,555-8621,Vandalism,4,Closed,L. Chen,14,No,No,2024-10-20,2024-10-11,2024-10-21,20,MG300347,Synthetic training record
C100348,S200348,Olivia,,Smith,,Female,South Asian,Canadian,1989-11-23,37,164,82,Hazel,Black,Dark,B+,Right,None,Dragon,Mustache,Unknown,Single,972 Main St,London,Ontario,L30A5,555-4958,Vandalism,2,Open,A. Brown,5,No,No,2024-05-06,2024-04-29,,14,MG300348,Synthetic training record
C100349,S200349,Noah,,Garcia,,Female,South Asian,Canadian,1975-08-03,51,156,110,Blue,Brown,Medium,A-,Right,None,Rose,None,Unknown,Single,216 Main St,Hamilton,Ontario,L85A2,555-1687,Theft,1,Under Investigation,L. Chen,3,No,No,2025-06-27,2025-06-24,,5,MG300349,Synthetic training record
C100350,S200350,Ethan,,Garcia,,Female,White,Canadian,1986-08-10,40,174,90,Brown,Black,Medium,O+,Left,None,Tribal,Beard,Unknown,Single,94 Main St,Toronto,Ontario,L20A5,555-8605,Fraud,1,Closed,L. Chen,25,No,Yes,2025-11-18,2025-11-12,2026-03-07,17,MG300350,Synthetic training record
C100351,S200351,Lucas,,Johnson,,Female,South Asian,Canadian,1974-06-22,52,192,119,Brown,Black,Medium,B+,Left,Forearm scar,Rose,Mustache,Unknown,Single,596 Main St,Mississauga,Ontario,L46A4,555-8155,Vandalism,1,Closed,J. Carter,7,No,No,2024-09-20,2024-09-18,2025-04-05,11,MG300351,Synthetic training record
C100352,S200352,Lucas,,Lee,,Female,Black,Canadian,1964-06-07,62,185,54,Blue,Brown,Medium,AB+,Left,None,Dragon,None,Unknown,Married,847 Main St,Mississauga,Ontario,L75A4,555-7021,Cybercrime,1,Open,S. Patel,4,Yes,Yes,2024-10-30,2024-10-23,,5,MG300352,Synthetic training record
C100353,S200353,Ava,,Taylor,,Female,Latino,Canadian,1998-11-04,28,186,64,Green,Gray,Light,A+,Right,Small scar,Dragon,None,Unknown,Married,780 Main St,Mississauga,Ontario,L23A4,555-1563,Robbery,2,Open,L. Chen,18,No,Yes,2025-09-25,2025-09-22,,0,MG300353,Synthetic training record
C100354,S200354,Arjun,,Singh,,Female,East Asian,Canadian,1976-10-14,50,184,63,Blue,Brown,Medium,O+,Right,None,None,Mustache,Unknown,Married,411 Main St,Hamilton,Ontario,L22A0,555-9337,Robbery,3,Open,M. Singh,21,Yes,No,2024-04-07,2024-04-06,,9,MG300354,Synthetic training record
C100355,S200355,Aiden,,Singh,,Male,Latino,Canadian,2004-02-26,22,194,104,Blue,Black,Dark,AB+,Right,Forearm scar,None,None,Unknown,Single,712 Main St,Waterloo,Ontario,L13A4,555-8653,Vandalism,3,Closed,M. Singh,0,No,Yes,2025-11-03,2025-10-31,2026-01-27,17,MG300355,Synthetic training record
C100356,S200356,Liam,,Johnson,,Female,Latino,Canadian,1977-06-17,49,177,93,Green,Brown,Medium,O+,Right,None,None,Beard,Unknown,Married,18 Main St,Mississauga,Ontario,L27A1,555-8515,Theft,5,Under Investigation,S. Patel,4,No,Yes,2026-01-19,2026-01-15,,17,MG300356,Synthetic training record
C100357,S200357,Param,,Williams,,Male,White,Canadian,1980-11-03,46,151,116,Hazel,Blonde,Medium,AB+,Right,None,Tribal,Beard,Unknown,Single,919 Main St,Waterloo,Ontario,L44A5,555-1231,Burglary,2,Under Investigation,L. Chen,22,No,No,2024-07-03,2024-06-30,,1,MG300357,Synthetic training record
C100358,S200358,Mason,,Garcia,,Female,Black,Canadian,1962-08-22,64,197,74,Green,Black,Medium,B+,Left,Small scar,Rose,Beard,Unknown,Married,608 Main St,Mississauga,Ontario,L56A8,555-3175,Burglary,3,Open,J. Carter,24,No,No,2026-01-12,2026-01-07,,4,MG300358,Synthetic training record
C100359,S200359,Emma,,Wilson,,Female,White,Canadian,1959-02-18,67,195,69,Brown,Blonde,Dark,A+,Right,None,Dragon,Mustache,Unknown,Married,372 Main St,London,Ontario,L83A8,555-3706,Theft,4,Under Investigation,A. Brown,5,Yes,No,2024-10-05,2024-09-29,,3,MG300359,Synthetic training record
C100360,S200360,Lucas,,Singh,,Male,White,Canadian,1968-03-26,58,168,88,Green,Blonde,Medium,A-,Left,Forearm scar,None,Beard,Unknown,Single,485 Main St,London,Ontario,L46A4,555-2389,Assault,4,Under Investigation,S. Patel,14,Yes,Yes,2025-09-06,2025-09-05,,17,MG300360,Synthetic training record
C100892,S200361,Mason,,Williams,,Female,Black,Canadian,1997-06-28,29,195,61,Green,Red,Light,B+,Left,Forearm scar,None,Beard,Unknown,Married,396 Main St,Brampton,Ontario,L66A2,555-8930,Cybercrime,2,Open,A. Brown,21,Yes,No,2026-02-22,2026-02-22,,3,MG300361,Synthetic training record
C100362,S200362,Priya,,Williams,,Male,Middle Eastern,Canadian,2000-01-11,26,193,72,Green,Brown,Medium,A+,Right,Forearm scar,None,Mustache,Unknown,Married,923 Main St,Ottawa,Ontario,L34A9,555-4730,Assault,5,Closed,L. Chen,6,Yes,Yes,2026-01-11,2026-01-08,2026-01-13,16,MG300362,Synthetic training record
C100363,S200363,Ethan,,Garcia,,Male,White,Canadian,1957-01-15,69,190,76,Hazel,Brown,Light,A+,Left,Forearm scar,Dragon,Beard,Unknown,Married,286 Main St,Toronto,Ontario,L93A6,555-9579,Theft,1,Open,M. Singh,18,Yes,Yes,2025-06-17,2025-06-13,,19,MG300363,Synthetic training record
C100364,S200364,Liam,,Johnson,,Female,Indigenous,Canadian,1970-11-17,56,187,89,Green,Blonde,Dark,A-,Right,None,Dragon,Mustache,Unknown,Single,310 Main St,Ottawa,Ontario,L15A3,555-1106,Assault,1,Open,J. Carter,20,Yes,Yes,2025-11-13,2025-11-11,,14,MG300364,Synthetic training record
C100365,S200365,Mia,,Williams,,Female,Middle Eastern,Canadian,1970-05-01,56,163,56,Brown,Gray,Light,O+,Left,Forearm scar,Dragon,None,Unknown,Married,222 Main St,London,Ontario,L52A0,555-9961,Vandalism,1,Under Investigation,A. Brown,11,No,Yes,2024-02-06,2024-02-02,,18,MG300365,Synthetic training record
C100366,S200366,Arjun,,Smith,,Female,Indigenous,Canadian,1958-10-09,68,173,59,Hazel,Black,Light,AB+,Right,None,Dragon,None,Unknown,Single,190 Main St,London,Ontario,L50A7,555-5453,Fraud,4,Under Investigation,A. Brown,23,No,No,2024-05-23,2024-05-21,,13,MG300366,Synthetic training record
C100367,S200367,Aiden,,Brown,,Female,South Asian,Canadian,1992-10-04,34,163,62,Hazel,Blonde,Dark,B+,Left,None,None,Beard,Unknown,Single,890 Main St,Toronto,Ontario,L34A0,555-9383,Fraud,4,Closed,L. Chen,4,No,Yes,2024-07-29,2024-07-19,2025-04-30,2,MG300367,Synthetic training record
C100368,S200368,Arjun,,Johnson,,Male,White,Canadian,1966-02-17,60,151,98,Green,Gray,Medium,O+,Left,Small scar,Rose,Beard,Unknown,Married,519 Main St,Ottawa,Ontario,L67A2,555-6893,Burglary,5,Closed,A. Brown,21,No,Yes,2025-07-02,2025-06-29,2026-04-23,18,MG300368,Synthetic training record
C100369,S200369,Ethan,,Martin,,Female,South Asian,Canadian,1966-04-19,60,183,66,Green,Black,Medium,A-,Right,Forearm scar,Dragon,Beard,Unknown,Single,458 Main St,Brampton,Ontario,L58A0,555-4677,Fraud,2,Under Investigation,S. Patel,16,Yes,Yes,2024-12-11,2024-12-04,,17,MG300369,Synthetic training record
C100370,S200370,Mia,,Smith,,Male,East Asian,Canadian,1970-11-19,56,187,79,Brown,Gray,Medium,O+,Left,Small scar,Tribal,None,Unknown,Married,750 Main St,Waterloo,Ontario,L76A5,555-7242,Cybercrime,5,Open,A. Brown,20,Yes,Yes,2025-01-30,2025-01-25,,20,MG300370,Synthetic training record
C100371,S200371,Ethan,,Taylor,,Male,East Asian,Canadian,1960-08-13,66,163,68,Blue,Black,Dark,B+,Right,Small scar,Tribal,None,Unknown,Single,367 Main St,Mississauga,Ontario,L94A2,555-5786,Fraud,3,Closed,L. Chen,18,Yes,No,2024-05-09,2024-05-08,2024-07-27,12,MG300371,Synthetic training record
C100372,S200372,Amelia,,Martin,,Male,Middle Eastern,Canadian,1989-01-17,37,165,78,Green,Red,Medium,AB+,Right,Small scar,Dragon,None,Unknown,Married,735 Main St,Hamilton,Ontario,L31A8,555-4804,Vandalism,5,Open,M. Singh,15,Yes,No,2025-10-08,2025-10-03,,12,MG300372,Synthetic training record
C100373,S200373,Olivia,,Singh,,Female,South Asian,Canadian,1987-04-10,39,156,51,Hazel,Brown,Medium,B+,Left,Forearm scar,Rose,None,Unknown,Married,554 Main St,London,Ontario,L67A1,555-3472,Theft,3,Closed,J. Carter,5,No,Yes,2024-07-06,2024-06-30,2024-10-17,3,MG300373,Synthetic training record
C100374,S200374,Priya,,Singh,,Male,Middle Eastern,Canadian,1995-08-07,31,153,76,Blue,Black,Dark,AB+,Right,Forearm scar,Dragon,Beard,Unknown,Married,689 Main St,Waterloo,Ontario,L45A2,555-1325,Cybercrime,1,Closed,J. Carter,20,Yes,Yes,2024-02-21,2024-02-21,2024-03-31,11,MG300374,Synthetic training record
C100375,S200375,Mason,,Williams,,Female,White,Canadian,1974-02-20,52,200,118,Green,Gray,Light,B+,Left,Forearm scar,None,Beard,Unknown,Married,898 Main St,Toronto,Ontario,L14A5,555-6247,Burglary,3,Under Investigation,L. Chen,9,No,Yes,2024-04-23,2024-04-20,,7,MG300375,Synthetic training record
C100376,S200376,Ava,,Chen,,Female,Black,Canadian,1968-06-07,58,154,72,Hazel,Black,Light,AB+,Right,Forearm scar,Tribal,Mustache,Unknown,Married,788 Main St,Mississauga,Ontario,L95A1,555-5472,Robbery,3,Under Investigation,J. Carter,22,No,No,2024-01-14,2024-01-11,,8,MG300376,Synthetic training record
C100377,S200377,Aiden,,Patel,,Female,Middle Eastern,Canadian,1984-04-19,42,174,105,Blue,Black,Light,O+,Right,Forearm scar,Dragon,None,Unknown,Single,283 Main St,Brampton,Ontario,L63A4,555-7925,Burglary,5,Open,L. Chen,11,No,No,2025-05-26,2025-05-20,,12,MG300377,Synthetic training record
C100378,S200378,Aiden,,Garcia,,Male,Black,Canadian,1978-03-06,48,195,55,Blue,Black,Light,A-,Left,None,None,None,Unknown,Single,400 Main St,Mississauga,Ontario,L82A1,555-9402,Fraud,5,Closed,S. Patel,5,Yes,No,2024-07-30,2024-07-27,2024-10-20,5,MG300378,Synthetic training record
C100379,S200379,Noah,,Singh,,Male,Middle Eastern,Canadian,1987-11-08,39,167,94,Brown,Red,Dark,AB+,Left,Forearm scar,Dragon,Mustache,Unknown,Single,132 Main St,Mississauga,Ontario,L16A1,555-6484,Assault,5,Open,S. Patel,6,No,Yes,2024-02-27,2024-02-27,,15,MG300379,Synthetic training record
C100380,S200380,Mia,,Taylor,,Female,East Asian,Canadian,2003-05-14,23,191,89,Brown,Red,Medium,O+,Left,Small scar,Tribal,Beard,Unknown,Married,862 Main St,Brampton,Ontario,L88A5,555-1377,Assault,2,Closed,L. Chen,20,Yes,No,2024-09-18,2024-09-15,2024-10-01,10,MG300380,Synthetic training record
C100381,S200381,Emma,,Martin,,Male,Latino,Canadian,1975-03-14,51,198,55,Hazel,Gray,Light,AB+,Left,Small scar,Rose,Mustache,Unknown,Single,975 Main St,Ottawa,Ontario,L51A6,555-9570,Theft,2,Under Investigation,S. Patel,22,No,Yes,2024-06-01,2024-05-29,,18,MG300381,Synthetic training record
C100382,S200382,Priya,,Wilson,,Female,Middle Eastern,Canadian,1976-07-03,50,184,112,Brown,Brown,Dark,O+,Left,None,Dragon,Mustache,Unknown,Married,374 Main St,Ottawa,Ontario,L89A0,555-1297,Burglary,5,Open,J. Carter,6,No,No,2025-02-26,2025-02-20,,12,MG300382,Synthetic training record
C100383,S200383,Priya,,Singh,,Female,East Asian,Canadian,1978-09-17,48,179,108,Hazel,Brown,Light,AB+,Left,None,Rose,Beard,Unknown,Single,927 Main St,London,Ontario,L28A6,555-3218,Vandalism,5,Open,S. Patel,3,Yes,No,2025-05-06,2025-05-01,,12,MG300383,Synthetic training record
C100384,S200384,Ethan,,Johnson,,Female,Middle Eastern,Canadian,1974-06-07,52,150,62,Brown,Black,Medium,B+,Left,Small scar,Rose,Beard,Unknown,Married,174 Main St,Mississauga,Ontario,L52A4,555-3323,Robbery,3,Under Investigation,L. Chen,5,Yes,No,2026-03-13,2026-03-11,,12,MG300384,Synthetic training record
C100385,S200385,Ava,,Singh,,Female,Middle Eastern,Canadian,1966-05-19,60,193,114,Brown,Gray,Medium,A-,Left,None,Dragon,Beard,Unknown,Single,896 Main St,Ottawa,Ontario,L87A7,555-9252,Fraud,3,Open,L. Chen,7,No,No,2025-09-11,2025-09-05,,12,MG300385,Synthetic training record
C100386,S200386,Ava,,Johnson,,Male,Middle Eastern,Canadian,1990-10-12,36,174,77,Blue,Brown,Medium,O+,Left,None,Tribal,Mustache,Unknown,Single,462 Main St,London,Ontario,L24A3,555-8917,Cybercrime,1,Closed,L. Chen,15,No,Yes,2024-10-31,2024-10-27,2025-04-07,11,MG300386,Synthetic training record
C100387,S200387,Emma,,Smith,,Male,Middle Eastern,Canadian,2005-12-12,21,173,87,Blue,Gray,Medium,AB+,Left,Small scar,None,None,Unknown,Married,809 Main St,Toronto,Ontario,L57A4,555-8292,Theft,2,Under Investigation,J. Carter,13,No,No,2024-01-26,2024-01-20,,11,MG300387,Synthetic training record
C100388,S200388,Lucas,,Wilson,,Male,White,Canadian,1959-08-25,67,161,63,Blue,Blonde,Medium,O+,Left,None,Tribal,Beard,Unknown,Married,937 Main St,Mississauga,Ontario,L88A3,555-5624,Fraud,4,Under Investigation,L. Chen,4,No,Yes,2025-08-20,2025-08-11,,8,MG300388,Synthetic training record
C100389,S200389,Mia,,Wilson,,Female,White,Canadian,1998-02-18,28,179,103,Blue,Black,Dark,A-,Left,Small scar,Tribal,Beard,Unknown,Married,829 Main St,Brampton,Ontario,L92A4,555-6617,Theft,1,Open,M. Singh,9,Yes,Yes,2024-09-17,2024-09-16,,20,MG300389,Synthetic training record
C100390,S200390,Arjun,,Garcia,,Female,White,Canadian,1977-12-03,49,174,97,Blue,Gray,Dark,AB+,Left,Small scar,Rose,None,Unknown,Married,992 Main St,London,Ontario,L20A6,555-9065,Assault,2,Under Investigation,A. Brown,0,No,Yes,2024-02-10,2024-02-04,,18,MG300390,Synthetic training record
C100391,S200391,Liam,,Singh,,Male,Black,Canadian,1979-09-06,47,166,89,Brown,Blonde,Dark,A+,Left,Small scar,Tribal,Beard,Unknown,Single,917 Main St,Ottawa,Ontario,L31A0,555-1257,Cybercrime,1,Under Investigation,A. Brown,7,No,No,2025-10-30,2025-10-21,,15,MG300391,Synthetic training record
C100392,S200392,Aiden,,Martin,,Male,Black,Canadian,2000-04-25,26,197,93,Hazel,Blonde,Dark,A+,Right,None,Rose,Mustache,Unknown,Single,981 Main St,Hamilton,Ontario,L50A2,555-6355,Assault,2,Under Investigation,S. Patel,2,Yes,No,2025-10-31,2025-10-22,,18,MG300392,Synthetic training record
C100393,S200393,Ethan,,Singh,,Male,White,Canadian,1981-05-07,45,194,59,Brown,Black,Light,AB+,Right,Forearm scar,Tribal,Beard,Unknown,Single,132 Main St,London,Ontario,L80A1,555-6757,Cybercrime,1,Under Investigation,L. Chen,0,Yes,Yes,2024-04-09,2024-04-08,,19,MG300393,Synthetic training record
C100394,S200394,Noah,,Patel,,Female,Indigenous,Canadian,1960-10-19,66,160,111,Brown,Brown,Medium,A-,Left,None,Dragon,Mustache,Unknown,Single,783 Main St,Hamilton,Ontario,L17A2,555-4250,Robbery,3,Under Investigation,J. Carter,6,Yes,No,2024-03-22,2024-03-15,,5,MG300394,Synthetic training record
C100395,S200395,Amelia,,Brown,,Female,Indigenous,Canadian,1981-07-09,45,167,64,Hazel,Brown,Medium,A+,Left,Forearm scar,Tribal,None,Unknown,Single,628 Main St,Hamilton,Ontario,L44A3,555-6268,Assault,2,Open,A. Brown,1,Yes,No,2025-01-25,2025-01-17,,17,MG300395,Synthetic training record
C100396,S200396,Aiden,,Singh,,Female,South Asian,Canadian,1960-07-04,66,169,59,Hazel,Gray,Dark,AB+,Left,None,Dragon,Beard,Unknown,Single,270 Main St,Toronto,Ontario,L74A7,555-3628,Assault,3,Open,J. Carter,17,No,No,2025-06-04,2025-05-27,,16,MG300396,Synthetic training record
C100397,S200397,Sophia,,Smith,,Female,East Asian,Canadian,1959-05-03,67,171,84,Green,Brown,Light,A+,Right,Forearm scar,Rose,None,Unknown,Single,485 Main St,London,Ontario,L68A2,555-9250,Cybercrime,5,Under Investigation,L. Chen,23,Yes,Yes,2024-08-10,2024-08-05,,12,MG300397,Synthetic training record
C100398,S200398,Mason,,Wilson,,Male,East Asian,Canadian,1971-05-02,55,183,64,Hazel,Gray,Dark,AB+,Left,Small scar,Rose,None,Unknown,Single,483 Main St,Waterloo,Ontario,L41A1,555-4472,Assault,4,Closed,M. Singh,21,Yes,Yes,2025-10-15,2025-10-07,2025-11-04,19,MG300398,Synthetic training record
C100399,S200399,Mia,,Singh,,Female,South Asian,Canadian,1960-02-23,66,167,113,Green,Black,Dark,AB+,Left,None,Dragon,None,Unknown,Married,620 Main St,Brampton,Ontario,L63A2,555-8090,Assault,3,Open,M. Singh,8,No,No,2025-09-21,2025-09-19,,11,MG300399,Synthetic training record
C100400,S200400,Lucas,,Wilson,,Male,Latino,Canadian,1975-01-22,51,164,79,Brown,Brown,Dark,A+,Right,Forearm scar,Tribal,Beard,Unknown,Married,824 Main St,Brampton,Ontario,L47A4,555-3796,Burglary,4,Under Investigation,J. Carter,10,Yes,Yes,2026-03-15,2026-03-08,,18,MG300400,Synthetic training record
C100401,S200401,Param,,Taylor,,Female,Latino,Canadian,2006-11-11,20,179,63,Blue,Black,Light,A+,Right,None,None,Beard,Unknown,Single,60 Main St,Toronto,Ontario,L39A2,555-7633,Assault,3,Under Investigation,J. Carter,14,No,Yes,2024-09-22,2024-09-17,,2,MG300401,Synthetic training record
C100402,S200402,Mason,,Lee,,Male,East Asian,Canadian,1982-11-16,44,177,108,Hazel,Blonde,Light,B+,Left,None,None,None,Unknown,Married,416 Main St,Hamilton,Ontario,L20A5,555-3195,Theft,5,Open,A. Brown,17,No,Yes,2025-09-21,2025-09-14,,18,MG300402,Synthetic training record
C100403,S200403,Amelia,,Martin,,Female,Black,Canadian,2006-10-05,20,188,92,Brown,Brown,Medium,A+,Right,Forearm scar,Dragon,None,Unknown,Married,979 Main St,Mississauga,Ontario,L97A3,,Burglary,4,Open,L. Chen,7,No,No,2025-03-26,2025-03-26,,0,MG300403,Synthetic training record
C100404,S200404,Ava,,Lee,,Male,East Asian,Canadian,1980-01-23,46,165,62,Brown,Red,Medium,A-,Left,Small scar,Rose,None,Unknown,Single,593 Main St,Ottawa,Ontario,L27A6,555-4249,Robbery,4,Under Investigation,J. Carter,2,No,No,2024-04-22,2024-04-14,,3,MG300404,Synthetic training record
C100405,S200405,Mia,,Chen,,Female,Black,Canadian,1959-03-06,67,158,85,Brown,Blonde,Dark,O+,Right,Small scar,Tribal,Beard,Unknown,Married,330 Main St,Ottawa,Ontario,L93A0,555-6803,Vandalism,2,Closed,A. Brown,7,No,No,2025-08-02,2025-07-28,2025-11-22,8,MG300405,Synthetic training record
C100406,S200406,Mason,,Brown,,Male,East Asian,Canadian,1985-09-24,41,194,81,Hazel,Gray,Light,A+,Right,Forearm scar,Tribal,Beard,Unknown,Married,505 Main St,Hamilton,Ontario,L98A6,555-4154,Cybercrime,4,Under Investigation,M. Singh,12,Yes,No,2025-09-19,2025-09-15,,1,MG300406,Synthetic training record
C100407,S200407,Lucas,,Johnson,,Male,Latino,Canadian,1987-12-09,39,153,53,Green,Blonde,Dark,AB+,Left,Small scar,Tribal,Mustache,Unknown,Married,989 Main St,Toronto,Ontario,L42A3,555-7087,Burglary,4,Under Investigation,J. Carter,18,Yes,No,2025-02-27,2025-02-26,,0,MG300407,Synthetic training record
C100408,S200408,Mia,,Chen,,Female,Indigenous,Canadian,1989-10-02,37,168,74,Brown,Blonde,Dark,AB+,Right,None,None,None,Unknown,Married,221 Main St,Ottawa,Ontario,L73A1,555-3157,Theft,5,Open,S. Patel,13,Yes,Yes,2025-06-16,2025-06-16,,0,MG300408,Synthetic training record
C100409,S200409,Mia,,Brown,,Male,Latino,Canadian,1976-02-20,50,153,55,Blue,Black,Medium,A-,Left,Forearm scar,Tribal,Beard,Unknown,Single,207 Main St,Hamilton,Ontario,L22A9,555-1684,Assault,1,Open,M. Singh,16,Yes,No,2026-03-30,2026-03-22,,12,MG300409,Synthetic training record
C100410,S200410,Ethan,,Johnson,,Female,White,Canadian,1971-07-09,55,186,81,Hazel,Blonde,Medium,A+,Right,Forearm scar,None,Beard,Unknown,Married,877 Main St,London,Ontario,L10A4,555-5746,Robbery,3,Under Investigation,L. Chen,16,Yes,No,2025-07-01,2025-06-23,,19,MG300410,Synthetic training record
C100411,S200411,Liam,,Wilson,,Male,Indigenous,Canadian,1990-04-02,36,168,80,Blue,Black,Light,AB+,Right,Forearm scar,Tribal,None,Unknown,Single,139 Main St,Hamilton,Ontario,L99A4,555-4897,Theft,2,Closed,M. Singh,0,Yes,Yes,2024-02-25,2024-02-15,2024-09-04,7,MG300411,Synthetic training record
C100412,S200412,Ethan,,Wilson,,Male,East Asian,Canadian,1974-09-03,52,161,100,Brown,Gray,Dark,A+,Left,None,None,None,Unknown,Single,299 Main St,Hamilton,Ontario,L20A3,555-8121,Cybercrime,2,Under Investigation,M. Singh,14,No,No,2024-02-04,2024-02-03,,10,MG300412,Synthetic training record
C100413,S200413,Liam,,Brown,,Female,Indigenous,Canadian,1956-07-06,70,187,83,Green,Brown,Medium,A+,Right,None,Tribal,Beard,Unknown,Married,207 Main St,Mississauga,Ontario,L38A0,555-1609,Fraud,4,Under Investigation,J. Carter,8,Yes,No,2025-03-11,2025-03-04,,3,MG300413,Synthetic training record
C100414,S200414,Lucas,,Singh,,Male,Latino,Canadian,1959-09-27,67,196,76,Green,Gray,Medium,AB+,Left,Small scar,Rose,Beard,Unknown,Married,615 Main St,Waterloo,Ontario,L62A5,555-8061,Burglary,3,Closed,L. Chen,18,Yes,No,2025-10-03,2025-09-28,2026-06-02,1,MG300414,Synthetic training record
C100415,S200415,Emma,,Garcia,,Male,White,Canadian,1960-11-08,66,154,94,Hazel,Red,Medium,O+,Right,Small scar,Dragon,Mustache,Unknown,Married,34 Main St,London,Ontario,L10A2,555-6361,Robbery,1,Under Investigation,M. Singh,22,No,Yes,2024-10-07,2024-10-06,,19,MG300415,Synthetic training record
C100416,S200416,Mia,,Johnson,,Male,East Asian,Canadian,1976-12-18,50,182,81,Hazel,Red,Medium,O+,Left,Forearm scar,None,None,Unknown,Single,430 Main St,Waterloo,Ontario,L85A4,555-9054,Assault,2,Under Investigation,S. Patel,2,No,No,2024-12-17,2024-12-17,,12,MG300416,Synthetic training record
C100417,S200417,Olivia,,Garcia,,Female,Indigenous,Canadian,1967-07-24,59,167,120,Brown,Blonde,Medium,O+,Right,Forearm scar,None,None,Unknown,Married,648 Main St,Waterloo,Ontario,L96A4,555-5544,Vandalism,2,Open,S. Patel,8,Yes,No,2025-08-09,2025-08-06,,2,MG300417,Synthetic training record
C100418,S200418,Lucas,,Wilson,,Male,Latino,Canadian,1980-06-14,46,192,92,Blue,Red,Light,A-,Right,None,None,None,Unknown,Single,583 Main St,Ottawa,Ontario,L17A2,555-2204,Fraud,4,Under Investigation,M. Singh,19,Yes,No,2024-06-09,2024-05-30,,17,MG300418,Synthetic training record
C100419,S200419,Emma,,Johnson,,Female,Indigenous,Canadian,2000-01-12,26,172,76,Green,Black,Light,O+,Right,None,Dragon,Mustache,Unknown,Single,422 Main St,London,Ontario,L20A9,555-6052,Assault,5,Under Investigation,M. Singh,11,Yes,Yes,2026-04-25,2026-04-16,,16,MG300419,Synthetic training record
